DESIRE THERBY; DESIRE THERBY ;;;;;;;
DESIRE VERHAEGHE; DESIRE VERHAEGHE ; DESIRE VERHAEGUE ; DESIREE VERHAEGHE ;;;;;
DESMAZIERES; DESMAZIERES ;;;;;;;
D ESQUERMES; D ESQUERMES ; D ESQUEREMES ;;;;;;
DESRUELLES; DESRUELLES ;;;;;;;
DESTAILLEURS; DESTAILLEURS ; DES TAILLEURS ;;;;;;
DESTOMBES; DESTOMBES ;;;;;;;
DETOURNEE; DETOURNEE ;;;;;;;
D EYLAU; D EYLAU ;;;;;;;
D HAUBOURDIN; D HAUBOURDIN ;;;;;;;
D HAZEBROUCK; D HAZEBROUCK ;;;;;;;
D HOLBACH; D HOLBACH ;;;;;;;
D HONDSCHOOTE; D HONDSCHOOTE ;;;;;;;
DIDEROT; DIDEROT ;;;;;;;
D IENA; D IENA ;;;;;;;
D INKERMANN; D INKERMANN ; INKERMANN ;  D INKERMAN ;;;;;
D ISLY; D ISLY ;;;;;;;
D ORAN; D ORAN ;;;;;;;
DORDIN; DORDIN ;;;;;;;
D OSTENDE; D OSTENDE ;;;;;;;
DOUDIN; DOUDIN ;;;;;;;
DRUELLE; DRUELLE ;;;;;;;
DU 11 NOVEMBRE; DU 11 NOVEMBRE ; DU ONZE NOVEMBRE ;;;;;;
DU 14 JUILLET; DU 14 JUILLET ; DU QUATORZE JUILLET ; DU 14 JUILLET 1789 ; DU QUATORZE JUILLET 1789 ;;;;
DU 8 MAI 1945; DU 8 MAI 1945 ;;;;;;;
DU BALLON; DU BALLON ;;;;;;;
DU BARBIER MAES; DU BARBIER MAES ;;;;;;;
DU BAS-JARDIN; DU BAS-JARDIN ; DU BAS JARDIN ;;;;;;
DU BAS-LIEVIN; DU BAS-LIEVIN ;;;;;;;
DU BASTION DU MEUNIER; DU BASTION DU MEUNIER ;;;;;;;
DU BASTION SAINT-ANDRE; DU BASTION SAINT-ANDRE ; DU BASTION SAINT ANDRE ; DU BASTION SAINTANDRE ;;;;;
DU BAZINGHIEN; DU BAZINGHIEN ;;;;;;;
DU BECQUEREL; DU BECQUEREL ; BECQUEREL ;;;;;;
DU BEGUINAGE; DU BEGUINAGE ;;;;;;;
DU BEL-AIR; DU BEL-AIR ; DU BEL AIR ; DE BEL AIR ;;;;;
DU BELLAY; DU BELLAY ;;;;;;;
DU BLEU-MOUTON; DU BLEU-MOUTON ;;;;;;;
DU BOIS; DU BOIS ;;;;;;;
DU BOIS D ANNAPPES; DU BOIS D ANNAPPES ;;;;;;;
DU BUISSON; DU BUISSON ;;;;;;;
DU CALVAIRE; DU CALVAIRE ;;;;;;;
DU CAPITAINE FERBER; DU CAPITAINE FERBER ; CAPITAINE FERBER ;;;;;;
DU CAPITAINE MICHEL; DU CAPITAINE MICHEL ;;;;;;;
DU CHATEAU; DU CHATEAU ; CHATEAU ;;;;;;
DU CHATEAU D ISENGHIEN; DU CHATEAU D ISENGHIEN ;;;;;;;
DU CHAUFOUR; DU CHAUFOUR ; DU CHAUFFOUR ;;;;;;
DU CHEMIN DE FER; DU CHEMIN DE FER ;;;;;;;
DU CHEMIN NOIR; DU CHEMIN NOIR ;;;;;;;
DU CHEMIN SAINT MARTIN; DU CHEMIN SAINT MARTIN ;;;;;;;
DU CHEMIN VERT; DU CHEMIN VERT ;;;;;;;
DU CHEVALIER DE LA BARRE; DU CHEVALIER DE LA BARRE ;;;;;;;
DU CHEVALIER DE L ESPINARD; DU CHEVALIER DE L ESPINARD ; DU CHEVALIER DE L'ESPINART ;;;;;;
DU CHEVALIER FRANCAIS; DU CHEVALIER FRANCAIS ;;;;;;;
DU CHEVALIER GUIGNETTE; DU CHEVALIER GUIGNETTE ; DU CHEVALIER GINGNETTE ; DU CHAVALIER GUIGNETTE ;;;;;
DU CIRQUE; DU CIRQUE ;;;;;;;
DU CLOS DU MOULIN; DU CLOS DU MOULIN ;;;;;;;
DU COEUR JOYEUX; DU COEUR JOYEUX ;;;;;;;
DU COLLEGE; DU COLLEGE ;;;;;;;
DU COMMANDANT BAYART; DU COMMANDANT BAYART ;;;;;;;
DU COMMERCE; DU COMMERCE ;;;;;;;
DU COURT DEBOUT; DU COURT DEBOUT ;;;;;;;
DU CROQUET; DU CROQUET ;;;;;;;
DU CURE SAINT ETIENNE; DU CURE SAINT ETIENNE ;;;;;;;
DU DIEU DE MARCQ; DU DIEU DE MARCQ ; DU DIEU DE MARC ;;;;;;
DU DOCTEUR CHARCOT; DU DOCTEUR CHARCOT ;;;;;;;
DU DOCTEUR HUART; DU DOCTEUR HUART ;;;;;;;
DU DOCTEUR JENNER; DU DOCTEUR JENNER ; JENNER ;;;;;;
DU DOCTEUR LEPAN; DU DOCTEUR LEPAN ;;;;;;;
DU DOCTEUR MENARD; DU DOCTEUR MENARD ;;;;;;;
DU DOCTEUR ROUX; DU DOCTEUR ROUX ;;;;;;;
DU DOCTEUR SCHWEITZER; DU DOCTEUR SCHWEITZER ;;;;;;;
DU DOCTEUR VERHAEGHE; DU DOCTEUR VERHAEGHE ;;;;;;;
DU DOCTEUR YERSIN; DU DOCTEUR YERSIN ; DOCTEUR YERSIN ;;;;;;
DU FAISAN; DU FAISAN ;;;;;;;
DU FAUBOURG D ARRAS; DU FAUBOURG D ARRAS ;;;;;;;
DU FAUBOURG DE BETHUNE; DU FAUBOURG DE BETHUNE ;;;;;;;
DU FAUBOURG DE DOUAI; DU FAUBOURG DE DOUAI ;;;;;;;
DU FAUBOURG DE ROUBAIX; DU FAUBOURG DE ROUBAIX ; DU FAUBOURG DU ROUBAIX ;;;;;;
DU FAUBOURG DES POSTES; DU FAUBOURG DES POSTES ;;;;;;;
DU FAUBOURG NOTRE DAME; DU FAUBOURG NOTRE DAME ;;;;;;;
DU FLAQUET; DU FLAQUET ;;;;;;;
DU FORT DEBOUT; DU FORT DEBOUT ;;;;;;;
DU FOUR A CHAUX; DU FOUR A CHAUX ;;;;;;;
DU GARD; DU GARD ;;;;;;;
DU GENERAL ANNE DE LA BOURDONNAYE; DU GENERAL ANNE DE LA BOURDONNAYE ; DU GENERAL A DE LA BOURDONNAYE ; DU GENERAL DE LA BOURDONNAYE ; DU GAL A DE LA BOURDONNAYE ; DU GENERAL ANNE DE LA BORDONNAYE ; DU GENERAL ANNE DE LA BOURDANNAYE ;;
DU GENERAL DE WETT; DU GENERAL DE WETT ;;;;;;;
DU GRAND BUT; DU GRAND BUT ;;;;;;;
DU GROS GERARD; DU GROS GERARD ;;;;;;;
DU GUET; DU GUET ;;;;;;;
DU HAVRE; DU HAVRE ;;;;;;;
DU JAMBON; DU JAMBON ;;;;;;;
DU JARDIN DES PLANTES; DU JARDIN DES PLANTES ;;;;;;;
DU LIEUTENANT COLPIN; DU LIEUTENANT COLPIN ;;;;;;;
DU LIEUTENANT PRINCETEAU; DU LIEUTENANT PRINCETEAU ;;;;;;;
DU LOMBARD; DU LOMBARD ;;;;;;;
DU LONG POT; DU LONG POT ;;;;;;;
DU MAGASIN; DU MAGASIN ;;;;;;;
DU MAIRE ANDRE; DU MAIRE ANDRE ;;;;;;;
DU MAIRE BECQUART; DU MAIRE BECQUART ;;;;;;;
DU MAL ASSIS; DU MAL ASSIS ;;;;;;;
DU MARAIS; DU MARAIS ; DU MARAIS DE LOMME ; DE MARAIS DE LOMME ;;;;;
DU MARCHE; DU MARCHE ;;;;;;;
DU MARECHAL DE LATTRE DE TASSIGNY; DU MARECHAL DE LATTRE DE TASSIGNY ; DU MAL DE LATTRE DE TASSIGNY ;;;;;;
DU MARECHAL FOCH; DU MARECHAL FOCH ;;;;;;;
DU MARECHAL MORTIER; DU MARECHAL MORTIER ;;;;;;;
DU MELANTOIS; DU MELANTOIS ;;;;;;;
DU METZ; DU METZ ;;;;;;;
DU MOLINEL; DU MOLINEL ;;;;;;;
DU MONT DE PIETE; DU MONT DE PIETE ;;;;;;;
DU MOULIN DU BECQUET; DU MOULIN DU BECQUET ;;;;;;;
DU NORD; DU NORD ;;;;;;;
DU NOUVEAU SIECLE; DU NOUVEAU SIECLE ;;;;;;;
DU PALAIS DE JUSTICE; DU PALAIS DE JUSTICE ;;;;;;;
DU PALAIS RIHOUR; DU PALAIS RIHOUR ;;;;;;;
DU PARADIS; DU PARADIS ;;;;;;;
DU PETIT PAON; DU PETIT PAON ;;;;;;;
DU PLAT; DU PLAT ;;;;;;;
DU PONT A FOURCHON; DU PONT A FOURCHON ; DU PONT A FORCHON ;;;;;;
DU PONT A RAISNES; DU PONT A RAISNES ; DU PONT A RAISMES ;;;;;;
DU PONT DU LION D OR; DU PONT DU LION D OR ;;;;;;;
DU PONT NEUF; DU PONT NEUF ;;;;;;;
DU PORT; DU PORT ;;;;;;;
DU PRIEURE; DU PRIEURE ;;;;;;;
DU PRIEZ; DU PRIEZ ;;;;;;;
DU PROFESSEUR CALMETTE; DU PROFESSEUR CALMETTE ;;;;;;;
DU PROFESSEUR LAGUESSE; DU PROFESSEUR LAGUESSE ;;;;;;;
DU PROFESSEUR LAMAZE; DU PROFESSEUR LAMAZE ;;;;;;;
DU PROFESSEUR LANGEVIN; DU PROFESSEUR LANGEVIN ;;;;;;;
DU PROGRES; DU PROGRES ;;;;;;;
DU PTIT D SIRE; DU PTIT D SIRE ;;;;;;;
DU PUITS AU BOIS; DU PUITS AU BOIS ;;;;;;;
DU QUAI; DU QUAI ;;;;;;;
DU REDUIT; DU REDUIT ;;;;;;;
DU REMPART; DU REMPART ;;;;;;;
DU REPOS; DU REPOS ;;;;;;;
DU SABOT; DU SABOT ;;;;;;;
DU SEC AREMBAULT; DU SEC AREMBAULT ; DU SECAREMBAULT ;;;;;;
DU SOLEIL LEVANT; DU SOLEIL LEVANT ;;;;;;;
DU THEATRE DE VERDURE; DU THEATRE DE VERDURE ;;;;;;;
DU TRAIN DE LOOS; DU TRAIN DE LOOS ;;;;;;;
DU VAISSEAU LE VENGEUR; DU VAISSEAU LE VENGEUR ; VAISSEAU LE VENGEUR ; DU VAISEAU LE VENGEUR ;;;;;
DU VERT BOIS; DU VERT BOIS ;;;;;;;
DU VIEUX FAUBOURG; DU VIEUX FAUBOURG ;;;;;;;
DU VIEUX MOULIN; DU VIEUX MOULIN ;;;;;;;
DU VINGTIEME SIECLE; DU VINGTIEME SIECLE ; DU 20E SIECLE LOMME ; DU XXEME SIECLE ; DU 20EME SIECLE ;;;;
DUBOIS; DUBOIS ;;;;;;;
DUBRUNFAUT; DUBRUNFAUT ;;;;;;;
DUCORNET; DUCORNET ;;;;;;;
DUCOUROUBLE; DUCOUROUBLE ;;;;;;;
DUGUESCLIN; DUGUESCLIN ; DU GUESCLIN ; DUGUSCLIN  ; DUGESCLIN ;;;;
DUHEM; DUHEM ;;;;;;;
DUMONT D URVILLE; DUMONT D URVILLE ; DU MONT D URVILLE ;;;;;;
DUPETIT-THOUARS; DUPETIT-THOUARS ;;;;;;;
DUPLEIX; DUPLEIX ; DUPLEX ;;;;;;
DUPUYTREN; DUPUYTREN ;;;;;;;
DURNERIN; DURNERIN ;;;;;;;
EDGAR DEGAS; EDGAR DEGAS ;;;;;;;
EDGARD QUINET; EDGARD QUINET ;;;;;;;
EDMOND BAILLEUX; EDMOND BAILLEUX ;;;;;;;
DELESALLE; EDOUARD DELESALLE ; CHARLES DELESALLE ; DELESALLE ;;;;;
EDOUARD DOYENNETTE; EDOUARD DOYENNETTE ; EDOAURD DOYONNETTE ;;;;;;
EDOUARD HERRIOT; EDOUARD HERRIOT ; EDOUART HERIOT ;;;;;;
EDOUARD MANET; EDOUARD MANET ;;;;;;;
EDOUARD VAILLANT; EDOUARD VAILLANT ;;;;;;;
EINSTEIN; EINSTEIN ;;;;;;;
ELIE PETITPREZ; ELIE PETITPREZ ;;;;;;;
ELSA TRIOLET; ELSA TRIOLET ;;;;;;;
EMILE BOREL; EMILE BOREL ;;;;;;;
EMILE DESMET; EMILE DESMET ;;;;;;;
EMILE ROUZE; EMILE ROUZE ;;;;;;;
EMILE VANDENBERGHE; EMILE VANDENBERGHE ;;;;;;;
EMILE ZOLA; EMILE ZOLA ;;;;;;;
ERNEST BETOURNE; ERNEST BETOURNE ;;;;;;;
ERNEST COUTEAUX; ERNEST COUTEAUX ;;;;;;;
ERNEST DECONYNCK; ERNEST DECONYNCK ; ERNEST DECONINCK ;;;;;;
ERNEST LOYER; ERNEST LOYER ;;;;;;;
ERNEST MAYER; ERNEST MAYER ;;;;;;;
ERNEST WALLART; ERNEST WALLART ;;;;;;;
ESQUERMOISE; ESQUERMOISE ;;;;;;;
ETIENNE DOLET; ETIENNE DOLET ;;;;;;;
EUGENE DELACROIX; EUGENE DELACROIX ;;;;;;;
EUGENE DEREUSE; EUGENE DEREUSE ;;;;;;;
EUGENE DESCAMPS; EUGENE DESCAMPS ;;;;;;;
EUGENE IMBERT DE LA PHALECQUE; EUGENE IMBERT DE LA PHALECQUE ;;;;;;;
EUGENE JACQUET; EUGENE JACQUET ;;;;;;;
EUGENE VARLIN; EUGENE VARLIN ;;;;;;;
EUGENE VERMEERSCH; EUGENE VERMEERSCH ;;;;;;;
EULER; EULER ;;;;;;;
FABRE D EGLANTINE; FABRE D EGLANTINE ; FABRES D'EGLANTINES ;;;;;;
FABRICY; FABRICY ;;;;;;;
FAIDHERBE; FAIDHERBE ;;;;;;;
FARADAY; FARADAY ;;;;;;;
FEMY; FEMY ;;;;;;;
FENELON; FENELON ;;;;;;;
FERDINAND BUISSON; FERDINAND BUISSON ;;;;;;;
FERDINAND MATHIAS; FERDINAND MATHIAS ; FERDINAND MATTIAS ;;;;;;
FERMAT; FERMAT ;;;;;;;
FERNAND GUILBERT; FERNAND GUILBERT ; FERNAND ;;;;;;
FERRER; FERRER ;;;;;;;
FEUTRY; FEUTRY ;;;;;;;
FLAMEN; FLAMEN ;;;;;;;
FLEMING; FLEMING ; FLEMMING ;;;;;;
FLORA TRISTAN; FLORA TRISTAN ;;;;;;;
FONTAINE DEL SAULX; FONTAINE DEL SAULX ;;;;;;;
FONTENELLE; FONTENELLE ;;;;;;;
FOURIER; FOURIER ;;;;;;;
FOURMENTEL; FOURMENTEL ; FOURNENTEL ;;;;;;
FRANCIS DE PRESSENCE; FRANCIS DE PRESSENCE ;;;;;;;
FRANCISCO FERRER; FRANCISCO FERRER ;;;;;;;
FRANCOIS COPPEE; FRANCOIS COPPEE ; FRANCOIS COPPE ;;;;;;
FRANCOIS MILLET; FRANCOIS MILLET ;;;;;;;
FRANCOIS VILLON; FRANCOIS VILLON ;;;;;;;
FRANCOISE CACHIN; FRANCOISE CACHIN ;;;;;;;
FRANCOISE GIROUD; FRANCOISE GIROUD ;;;;;;;
FRANCOIS-JOSEPH DEROULLERS; FRANCOIS-JOSEPH DEROULLERS ;;;;;;;
FRANCOIS-JOSEPH NOLLET; FRANCOIS-JOSEPH NOLLET ; FRANCOIS JOSEPH NOLLET ;;;;;;
FRANKLIN; FRANKLIN ;;;;;;;
FREDERIC COMBEMALE; FREDERIC COMBEMALE ; DE FREDERIC COMBENALE ; FREDERIC COMBEMAL ;;;;;
FREDERIC JOLIOT CURIE; FREDERIC JOLIOT CURIE ; FREDERIC JOLLIOT CURIE ;;;;;;
FREDERIC MOTTEZ; FREDERIC MOTTEZ ;;;;;;;
FREMAUX; FREMAUX ;;;;;;;
FREMY; FREMY ;;;;;;;
FROISSART; FROISSART ;;;;;;;
FULTON; FULTON ;;;;;;;
GALILEE; GALILEE ;;;;;;;
GALLIENI; GALLIENI ;;;;;;;
GANTOIS; GANTOIS ;;;;;;;
GARIBALDI; GARIBALDI ;;;;;;;
GASSENDI; GASSENDI ;;;;;;;
GAUTHIER DE CHATILLON; GAUTHIER DE CHATILLON ;;;;;;;
GAVARNI; GAVARNI ;;;;;;;
GAY LUSSAC; GAY LUSSAC ;;;;;;;
GENEVIEVE ANTHONIOZ-DE GAULLE; GENEVIEVE ANTHONIOZ-DE GAULLE ; GENEVIEVE DE GAULLE ANTHONIOZ ; GENEVIEVE ANTHONIOZ DE GAULLE ;;;;;
GEOFFROY-SAINT-HILAIRE; GEOFFROY-SAINT-HILAIRE ; GEOFFROY SAINT HILAIRE ; GEOFFROY SAINT-HILAIRE ; GEOFFROY SAINT HJILAIRE ; GEOFFROY ST-HILAIRE ; GEOFFROY ST HILAIRE ;;
GEORGES BIZET; GEORGES BIZET ;;;;;;;
GEORGES CLEMENCEAU; GEORGES CLEMENCEAU ;;;;;;;
GEORGES COURTELINE; GEORGES COURTELINE ;;;;;;;
GEORGES DANTON; GEORGES DANTON ;;;;;;;
GEORGES LEFEBVRE; GEORGES LEFEBVRE ; GEORGES LEFEVRE ;;;;;;
GEORGES MAERTENS; GEORGES MAERTENS ; GEORGES MARTENS ;;;;;;
GEORGES MANDEL; GEORGES MANDEL ;;;;;;;
GERMAIN PILON; GERMAIN PILON ; GERMAIN PILLON ;;;;;;
GIRAUD; GIRAUD ;;;;;;;
GOBIN; GOBIN ;;;;;;;
GODEFROY CAVAIGNAC; GODEFROY CAVAIGNAC ; GODEFROY DE CAVAIGNAC ;;;;;;
GOETHE; GOETHE ;;;;;;;
GOMBERT; GOMBERT ;;;;;;;
GOSSELET; GOSSELET ; GOSSELETS ;;;;;;
GOSSELIN; GOSSELIN ;;;;;;;
GOUBET; GOUBET ;;;;;;;
GOUNOD; GOUNOD ;;;;;;;
GRANDE CHAUSSEE; GRANDE CHAUSSEE ;;;;;;;
GREUZE; GREUZE ;;;;;;;
GUILLAUME APOLLINAIRE; GUILLAUME APOLLINAIRE ; APOLLINAIRE ;;;;;;
GUILLAUME TELL; GUILLAUME TELL ;;;;;;;
GUILLAUME WERNIERS; GUILLAUME WERNIERS ;;;;;;;
GUSTAVE COURBET; GUSTAVE COURBET ;;;;;;;
GUSTAVE DELORY; GUSTAVE DELORY ; GUSTVAE DELORY ;;;;;;
GUSTAVE ENGRAND; GUSTAVE ENGRAND ;;;;;;;
GUSTAVE HENNION; GUSTAVE HENNION ;;;;;;;
GUSTAVE JOLIVET; GUSTAVE JOLIVET ;;;;;;;
GUSTAVE JONCQUET; GUSTAVE JONCQUET ;;;;;;;
GUSTAVE NADAUD; GUSTAVE NADAUD ;;;;;;;
GUSTAVE TESTELIN; GUSTAVE TESTELIN ;;;;;;;
GUTENBERG; GUTENBERG ;;;;;;;
GUY DE MAUPASSANT; GUY DE MAUPASSANT ;;;;;;;
GUYNEMER; GUYNEMER ;;;;;;;
HALEVY; HALEVY ;;;;;;;
HECTOR LEMAIRE; HECTOR LEMAIRE ;;;;;;;
HEGEL; HEGEL ;;;;;;;
HELMAN; HELMAN ;;;;;;;
HENRI BAILLEUX; HENRI BAILLEUX ;;;;;;;
HENRI DUNANT; HENRI DUNANT ; DUNANT ;;;;;;
HENRI KOLB; HENRI KOLB ;;;;;;;
HENRI LESTIENNE; HENRI LESTIENNE ;;;;;;;
HENRI LOYER; HENRI LOYER ;;;;;;;
HENRI NOGUERES; HENRI NOGUERES ;;;;;;;
HENRI PLOYART; HENRI PLOYART ;;;;;;;
HENRI REGNAULT; HENRI REGNAULT ;;;;;;;
HIPPOLYTE LAURAND; HIPPOLYTE LAURAND ;;;;;;;
HIPPOLYTE LEFEBVRE; HIPPOLYTE LEFEBVRE ; HIPPOLYTE LEFREBVRE ;;;;;;
HOCHE; HOCHE ;;;;;;;
HONORE DE BALZAC; HONORE DE BALZAC ; HONORE DE BALSAC ;;;;;;
HOVELACQUE; HOVELACQUE ;;;;;;;
JACQUARD; JACQUARD ;;;;;;;
JACQUART; JACQUART ;;;;;;;
JACQUEMARS GIELEE; JACQUEMARS GIELEE ; JACQUEMARD GILEE ; JACQUEMARD GILIEE ;;;;;
JAMES WATT; JAMES WATT ;;;;;;;
JAVARY; JAVARY ;;;;;;;
JEAN BART; JEAN BART ; JEAN BAERT ;;;;;;
JEAN DU SOLIER; JEAN DU SOLIER ;;;;;;;
JEAN GIRAUDOUX; JEAN GIRAUDOUX ; GIRAUDOUX ;;;;;;
JEAN JAURES; JEAN JAURES ; JEANJAURES ;;;;;;
JEAN LEVASSEUR; JEAN LEVASSEUR ;;;;;;;
JEAN MACE; JEAN MACE ;;;;;;;
JEAN MINET; JEAN MINET ;;;;;;;
JEAN MOULIN; JEAN MOULIN ;;;;;;;
JEAN PERRIN; JEAN PERRIN ;;;;;;;
JEAN PROUVE; JEAN PROUVE ;;;;;;;
JEAN ROISIN; JEAN ROISIN ;;;;;;;
JEAN ROSTAND; JEAN ROSTAND ;;;;;;;
JEAN SANS PEUR; JEAN SANS PEUR ;;;;;;;
JEAN WALTER; JEAN WALTER ;;;;;;;
JEAN ZAY; JEAN ZAY ;;;;;;;
JEAN-BAPTISTE CLEMENT; JEAN-BAPTISTE CLEMENT ; JEAN BAPTISTE CLEMENT ;;;;;;
JEAN-BAPTISTE DUMAS; JEAN-BAPTISTE DUMAS ; JEAN BAPTISTE DUMAS ; JEANBAPTISTE DUMAS ;;;;;
JEAN-JACQUES ROUSSEAU; JEAN-JACQUES ROUSSEAU ; JEAN JACQUES ROUSSEAU ; JEANJACQUES ROUSSEAU ;;;;;
JEANNE D ARC; JEANNE D ARC ; JEANNE D ARCQ ;;;;;;
JEANNE GODART; JEANNE GODART ;;;;;;;
JEANNE LAVALLARD; JEANNE LAVALLARD ;;;;;;;
JEANNE MAILLOTTE; JEANNE MAILLOTTE ;;;;;;;
JORDAENS; JORDAENS ;;;;;;;
JORIS KARL HUYSMANS; JORIS KARL HUYSMANS ;;;;;;;
JOSEPH BARA; JOSEPH BARA ;;;;;;;
JOSEPH WAMBROUCK; JOSEPH WAMBROUCK ;;;;;;;
JULES BRETON; JULES BRETON ;;;;;;;
JULES DE VICQ; JULES DE VICQ ; JULES DE VICK ;;;;;;
JULES DUPRE; JULES DUPRE ;;;;;;;
JULES FERRY; JULES FERRY ;;;;;;;
JULES GOURY; JULES GOURY ;;;;;;;
JULES GUESDE; JULES GUESDE ; JULES GUESDES ; JULES GUEDE ;;;;;
JULES LAISNE; JULES LAISNE ;;;;;;;
JULES LEFEBVRE; JULES LEFEBVRE ;;;;;;;
JULES MOUSSERON; JULES MOUSSERON ;;;;;;;
JULES NOUTOUR; JULES NOUTOUR ;;;;;;;
JULES VALLES; JULES VALLES ;;;;;;;
JULES VERNE; JULES VERNE ;;;;;;;
KANT; KANT ;;;;;;;
KELLERMANN; KELLERMANN ;;;;;;;
KEPLER; KEPLER ;;;;;;;
KLEBER; KLEBER ;;;;;;;
KUHLMANN; KUHLMANN ; KUHLMAN ; KULHMAN ; KULHMANN ; KULMANN ; KHULMANN ;;
LA BOETIE; LA BOETIE ;;;;;;;
LA BRUYERE; LA BRUYERE ;;;;;;;
LA FAYETTE; LA FAYETTE ; LAFAYETTE ;;;;;;
LA FONTAINE; LA FONTAINE ;;;;;;;
LADRIERE; LADRIERE ;;;;;;;
LALLEMENT; LALLEMENT ;;;;;;;
LAMARTINE; LAMARTINE ;;;;;;;
LAPLACE; LAPLACE ;;;;;;;
LASSUS; LASSUS ;;;;;;;
LAVOISIER; LAVOISIER ;;;;;;;
LAZARE GARREAU; LAZARE GARREAU ;;;;;;;
LE FORT; LE FORT ;;;;;;;
LE GLAY; LE GLAY ;;;;;;;
LE VERRIER; LE VERRIER ;;;;;;;
LEDRU ROLLIN; LEDRU ROLLIN ; LEBRU ROLLEM ; LEDRU MERLIN ;;;;;
LEO LAGRANGE; LEO LAGRANGE ;;;;;;;
LEON BLUM; LEON BLUM ;;;;;;;
LEON CREPY; LEON CREPY ;;;;;;;
LEON GAMBETTA; LEON GAMBETTA ;;;;;;;
LEON JOUHAUX; LEON JOUHAUX ;;;;;;;
LEON TRULIN; LEON TRULIN ;;;;;;;
LEONARD DANEL; LEONARD DANEL ;;;;;;;
LEPELLETIER; LEPELLETIER ;;;;;;;
LEQUENNE; LEQUENNE ;;;;;;;
LESAGE SENAULT; LESAGE SENAULT ;;;;;;;
LESTIBOUDOIS; LESTIBOUDOIS ;;;;;;;
LEUTY; LEUTY ;;;;;;;
LEY; LEY ;;;;;;;
L HERMINET; L HERMINET ;;;;;;;
LINE DARIEL; LINE DARIEL ;;;;;;;
LITTRE; LITTRE ;;;;;;;
LORENT LESCORNEZ; LORENT LESCORNEZ ;;;;;;;
LOUIS ARAGON; LOUIS ARAGON ;;;;;;;
LOUIS BERGOT; LOUIS BERGOT ;;;;;;;
LOUIS BLANC; LOUIS BLANC ;;;;;;;
LOUIS BLERIOT; LOUIS BLERIOT ;;;;;;;
LOUIS BRAILLE; LOUIS BRAILLE ;;;;;;;
LOUIS CHRISTIAENS; LOUIS CHRISTIAENS ; LOUIS CHRISTIAN ; CHRISTIAENS ;;;;;
LOUIS DELOS; LOUIS DELOS ;;;;;;;
LOUIS DUPIED; LOUIS DUPIED ;;;;;;;
LOUIS FAURE; LOUIS FAURE ;;;;;;;
LOUIS LOUCHEUR; LOUIS LOUCHEUR ;;;;;;;
LOUIS NIQUET; LOUIS NIQUET ; LOUIS NICQUET ; NIQUET ;;;;;
LOUIS SPRIET; LOUIS SPRIET ;;;;;;;
LOUISE BOURGEOIS; LOUISE BOURGEOIS ;;;;;;;
LOUISE LABE; LOUISE LABE ;;;;;;;
LOUISE MICHEL; LOUISE MICHEL ;;;;;;;
LYDERIC; LYDERIC ;;;;;;;
LYDIE DEREUSE-BEHAGUE; LYDIE DEREUSE-BEHAGUE ; LYDIE DEREUSE BEHAGUE ; LYDIE DEREUSE BEHAGHE ;;;;;
MACQUART; MACQUART ;;;;;;;
MADAME DE STAEL; MADAME DE STAEL ;;;;;;;
MADELEINE REBERIOUX; MADELEINE REBERIOUX ; MADELEINE RIBERIOUX ;;;;;;
MAGENTA; MAGENTA ;;;;;;;
MALAKOFF; MALAKOFF ;;;;;;;
MALESHERBES; MALESHERBES ;;;;;;;
MALPART; MALPART ;;;;;;;
MALSENCE; MALSENCE ; MALCENSE ;;;;;;
MALUS; MALUS ;;;;;;;
MANUEL; MANUEL ;;;;;;;
MARACCI; MARACCI ;;;;;;;
MARCEAU; MARCEAU ;;;;;;;
MARCEL BAVYE; MARCEL BAVYE ; MARCEL BAVY ;;;;;;
MARCEL BOUDERIEZ; MARCEL BOUDERIEZ ;;;;;;;
MARCEL HENAUX; MARCEL HENAUX ;;;;;;;
MARCEL SEMBAT; MARCEL SEMBAT ;;;;;;;
MARCELIN KREBS; MARCELIN KREBS ;;;;;;;
MARGUERITE DURAS; MARGUERITE DURAS ;;;;;;;
MARGUERITE YOURCENAR; MARGUERITE YOURCENAR ; MARGUERITE YOURCENNAR ; MARGUERITE YOUCENAR ;;;;;
MARIE PAPE-CARPANTIER; MARIE PAPE-CARPANTIER ;;;;;;;
MARIN LA MESLEE; MARIN LA MESLEE ;;;;;;;
MARIOTTE; MARIOTTE ;;;;;;;
MARX DORMOY; MARX DORMOY ;;;;;;;
MASSENA; MASSENA ;;;;;;;
MASSENET; MASSENET ;;;;;;;
MASSILLON; MASSILLON ;;;;;;;
MATTEOTTI; MATTEOTTI ; MATTEOTI ; MATEOTTI ;;;;;
MAUGRE; MAUGRE ;;;;;;;
MAURICE BERTEAUX; MAURICE BERTEAUX ; MAURICE BERTAUX ; BERTEAUX ;;;;;
MAURICE RAVEL; MAURICE RAVEL ;;;;;;;
MAXIME GORKI; MAXIME GORKI ;;;;;;;
MAXIMILIEN DE ROBESPIERRE; MAXIMILIEN DE ROBESPIERRE ;;;;;;;
MEHL; MEHL ;;;;;;;
MENU; MENU ;;;;;;;
MERMOZ; MERMOZ ;;;;;;;
MEUREIN; MEUREIN ;;;;;;;
MEXICO; MEXICO ;;;;;;;
MICHEL ANGE; MICHEL ANGE ; MICHELANGE ;;;;;;
MICHEL SERVET; MICHEL SERVET ;;;;;;;
MIRABEAU; MIRABEAU ;;;;;;;
