ALFRED ISAAC; ALFRED ISAAC ;;;;;;;
ALFRED NAQUET; ALFRED NAQUET ;;;;;;;
ALLARD-DUGAUQUIER; ALLARD-DUGAUQUIER ; ALLARD DUGAUQUIER ;;;;;;
ALPHONSE LEROY; ALPHONSE LEROY ;;;;;;;
ALPHONSE MERCIER; ALPHONSE MERCIER ;;;;;;;
AMBROISE PARE; AMBROISE PARE ;;;;;;;
AMBROISE THOMAS; AMBROISE THOMAS ;;;;;;;
ANATOLE DE LA FORGE; ANATOLE DE LA FORGE ;;;;;;;
ANATOLE FRANCE; ANATOLE FRANCE ;;;;;;;
ANDRE AMPERE; ANDRE AMPERE ;;;;;;;
ANDRE CHENIER; ANDRE CHENIER ;;;;;;;
ANDRE GIDE; ANDRE GIDE ;;;;;;;
ANDRE THOOR; ANDRE THOOR ;;;;;;;
ANDRE WALLAERT; ANDRE WALLAERT ;;;;;;;
ANNE DELAVAUX; ANNE DELAVAUX ;;;;;;;
ANTOINE-JOSEPH LERNOULD; ANTOINE-JOSEPH LERNOULD ;;;;;;;
ARAGO; ARAGO ;;;;;;;
ARISTIDE BRIAND; ARISTIDE BRIAND ; ARISTIBE BRIAND ;;;;;;
ARISTOTE; ARISTOTE ;;;;;;;
ARMAND BARBES; ARMAND BARBES ;;;;;;;
ARMAND CARREL; ARMAND CARREL ;;;;;;;
ARNOULD DE VUEZ; ARNOULD DE VUEZ ;;;;;;;
ASSIA DJEBAR; ASSIA DJEBAR ;;;;;;;
AU PETERINCK; AU PETERINCK ;;;;;;;
AUBER; AUBER ;;;;;;;
AUGEREAU; AUGEREAU ;;;;;;;
AUGUSTE ANGELLIER; AUGUSTE ANGELLIER ;;;;;;;
AUGUSTE BONTE; AUGUSTE BONTE ;;;;;;;
AUGUSTE COMTE; AUGUSTE COMTE ; AUGUSTE CONTE ;;;;;;
AUGUSTE LAMY; AUGUSTE LAMY ;;;;;;;
AUGUSTE MOURCOU; AUGUSTE MOURCOU ;;;;;;;
AUGUSTE RENOIR; AUGUSTE RENOIR ; AUGSUTE RENOIR ; RENOIR ;;;;;
AUGUSTIN DRAPIEZ; AUGUSTIN DRAPIEZ ;;;;;;;
BABEUF; BABEUF ;;;;;;;
BACON; BACON ;;;;;;;
BAGGIO; BAGGIO ;;;;;;;
BALZAC; BALZAC ;;;;;;;
BAPTISTE MONNOYER; BAPTISTE MONNOYER ;;;;;;;
BARBEROUSSE; BARBEROUSSE ;;;;;;;
BARNI; BARNI ;;;;;;;
BARRABY; BARRABY ;;;;;;;
BARTHELEMY DELESPAUL; BARTHELEMY DELESPAUL ;;;;;;;
BARTHOLOME MASUREL; BARTHOLOME MASUREL ;;;;;;;
BASSE; BASSE ;;;;;;;
BASSELART; BASSELART ;;;;;;;
BAUDELAIRE; BAUDELAIRE ;;;;;;;
BAUDIN; BAUDIN ;;;;;;;
BAYARD; BAYARD ;;;;;;;
BEAUCOURT-DECOURCHELLES; BEAUCOURT-DECOURCHELLES ; BEAUCOURT DECOURCHELLES ;;;;;;
BEAUMARCHAIS; BEAUMARCHAIS ;;;;;;;
BECKER; BECKER ;;;;;;;
BENVIGNAT; BENVIGNAT ;;;;;;;
BERANGER; BERANGER ;;;;;;;
BERLIOZ; BERLIOZ ; BRELIOZ ;;;;;;
BERNARD PALISSY; BERNARD PALISSY ;;;;;;;
BERNOS; BERNOS ;;;;;;;
BERTHE MORISOT; BERTHE MORISOT ;;;;;;;
BERTHELOT; BERTHELOT ;;;;;;;
BERTHOLET; BERTHOLET ;;;;;;;
BERTHOLLET; BERTHOLLET ;;;;;;;
BICHAT; BICHAT ;;;;;;;
BIR HAKEIM; BIR HAKEIM ;;;;;;;
BLAISE PASCAL; BLAISE PASCAL ;;;;;;;
BLANCHE; BLANCHE ;;;;;;;
BLANQUI; BLANQUI ;;;;;;;
BLERIOT; BLERIOT ;;;;;;;
BOBILLOT; BOBILLOT ;;;;;;;
BOCQUILLON; BOCQUILLON ;;;;;;;
BOHIN; BOHIN ;;;;;;;
BOILEAU; BOILEAU ;;;;;;;
BOILEUX; BOILEUX ;;;;;;;
BOISSY D ANGLAS; BOISSY D ANGLAS ;;;;;;;
BOLDODUC; BOLDODUC ;;;;;;;
BONTE POLLET; BONTE POLLET ;;;;;;;
BOSQUET; BOSQUET ;;;;;;;
BOSSUET; BOSSUET ;;;;;;;
BOUCHER DE PERTHES; BOUCHER DE PERTHES ; BOUCHER DU PERTHES ;;;;;;
BOUGUEREAU; BOUGUEREAU ;;;;;;;
BOURIGNON; BOURIGNON ;;;;;;;
BOURJEMBOIS; BOURJEMBOIS ;;;;;;;
BRANLY; BRANLY ;;;;;;;
BRASSEUR; BRASSEUR ;;;;;;;
BROCA; BROCA ;;;;;;;
BRUANT DES ROSEAUX; BRUANT DES ROSEAUX ; BRUANT DE ROSEAUX ;;;;;;
BRULE-MAISON; BRULE-MAISON ; BRULE MAISON ; BRULEMAISON ;;;;;
BUFFON; BUFFON ;;;;;;;
CABANIS; CABANIS ; CABARIS ;;;;;;
CALVIN; CALVIN ;;;;;;;
CAMILLE CLAUDEL; CAMILLE CLAUDEL ;;;;;;;
CAMILLE DESMOULINS; CAMILLE DESMOULINS ;;;;;;;
CAMILLE GUERIN; CAMILLE GUERIN ;;;;;;;
CARPEAUX; CARPEAUX ;;;;;;;
CASIMIR DELAVIGNE; CASIMIR DELAVIGNE ;;;;;;;
CASSINI; CASSINI ;;;;;;;
CASTEL; CASTEL ;;;;;;;
CATEL BEGHIN; CATEL BEGHIN ;;;;;;;
CAUCHY; CAUCHY ;;;;;;;
CAUMARTIN; CAUMARTIN ; CAURMATIN ;;;;;;
CAVENTOU; CAVENTOU ;;;;;;;
CERVANTES; CERVANTES ;;;;;;;
CESAR FRANCK; CESAR FRANCK ;;;;;;;
CHAMBAUDUIT; CHAMBAUDUIT ;;;;;;;
CHAMPIONNET; CHAMPIONNET ;;;;;;;
CHAMPOLLION; CHAMPOLLION ;;;;;;;
CHANZY; CHANZY ;;;;;;;
CHAPLIN; CHAPLIN ;;;;;;;
CHAPPE; CHAPPE ;;;;;;;
CHARLES DE FOUCAULD; CHARLES DE FOUCAULD ; CHARLES DE FOUCAULT ;;;;;;
CHARLES DE MUYSSART; CHARLES DE MUYSSART ; CHARLES MUYSSART ; CHARLES DE MUYSSAERT ; MUYSSART ;;;;
CHARLES DEBIERRE; CHARLES DEBIERRE ;;;;;;;
CHARLES FOURIER; CHARLES FOURIER ;;;;;;;
CHARLES GIDE; CHARLES GIDE ;;;;;;;
CHARLES MANSO; CHARLES MANSO ;;;;;;;
CHARLES PEGUY; CHARLES PEGUY ; CHARLES PEGGY ;;;;;;
CHARLES PRANARD; CHARLES PRANARD ;;;;;;;
CHARLES QUINT; CHARLES QUINT ;;;;;;;
CHARLES SAINT-VENANT; CHARLES SAINT-VENANT ; CHARLES SAINT VENANT ;;;;;;
CHATEAUBRIAND; CHATEAUBRIAND ;;;;;;;
CHEVREUL; CHEVREUL ; CHEVROL ;;;;;;
CHRETIEN; CHRETIEN ;;;;;;;
CHRISTOPHE COLOMB; CHRISTOPHE COLOMB ;;;;;;;
CLAUDE BERNARD; CLAUDE BERNARD ;;;;;;;
CLAUDE DEBUSSY; CLAUDE DEBUSSY ;;;;;;;
CLAUDE LORRAIN; CLAUDE LORRAIN ;;;;;;;
CLEMENT MAROT; CLEMENT MAROT ;;;;;;;
CLOVIS HUGUES; CLOVIS HUGUES ;;;;;;;
COLBERT; COLBERT ;;;;;;;
COLBRANT; COLBRANT ;;;;;;;
COLETTE; COLETTE ;;;;;;;
COLI; COLI ;;;;;;;
COLSON; COLSON ;;;;;;;
CONDORCET; CONDORCET ;;;;;;;
COPERNIC; COPERNIC ;;;;;;;
COQUEREZ; COQUEREZ ;;;;;;;
CORBET; CORBET ;;;;;;;
CORNEILLE; CORNEILLE ;;;;;;;
COURMONT; COURMONT ;;;;;;;
COURTOIS; COURTOIS ;;;;;;;
COUSTOU; COUSTOU ;;;;;;;
CRESPEL TILLOY; CRESPEL TILLOY ;;;;;;;
DAGUERRE; DAGUERRE ;;;;;;;
D AGUESSEAU; D AGUESSEAU ;;;;;;;
D ALEMBERT; D ALEMBERT ;;;;;;;
D ALGER; D ALGER ;;;;;;;
D AMIENS; D AMIENS ;;;;;;;
D ANGLETERRE; D ANGLETERRE ;;;;;;;
DANIEL MAYER; DANIEL MAYER ;;;;;;;
D ANTIN; D ANTIN ;;;;;;;
DANTON; DANTON ;;;;;;;
D ANVERS; D ANVERS ;;;;;;;
D ARCOLE; D ARCOLE ;;;;;;;
D ARMENTIERES; D ARMENTIERES ;;;;;;;
D ARRAS; D ARRAS ;;;;;;;
D ARSONVAL; D ARSONVAL ;;;;;;;
D ARTAGNAN; D ARTAGNAN ;;;;;;;
D ARTOIS; D ARTOIS ;;;;;;;
D ATH; D ATH ;;;;;;;
D ATHENES; D ATHENES ;;;;;;;
DAUMIER; DAUMIER ;;;;;;;
D AUSTERLITZ; D AUSTERLITZ ;;;;;;;
D AVESNES; D AVESNES ;;;;;;;
DAVID D ANGERS; DAVID D ANGERS ;;;;;;;
DAVY; DAVY ;;;;;;;
DE BAILLEUL; DE BAILLEUL ; BAILLEUL ;;;;;;
DE BAPAUME; DE BAPAUME ; DE BAUPAUME ;;;;;;
DE BAVAY; DE BAVAY ;;;;;;;
DE BELLE-VUE; DE BELLE-VUE ; DE BELLE VUE ; DE BELLEVUE ; BELLEVUE ; BELLE VUE ;;;
DE BERGUES; DE BERGUES ;;;;;;;
DE BETHUNE; DE BETHUNE ;;;;;;;
DE BONE; DE BONE ;;;;;;;
DE BOULOGNE; DE BOULOGNE ; DE BOLOGNE ;;;;;;
DE BOURGOGNE; DE BOURGOGNE ;;;;;;;
DE BOUVINES; DE BOUVINES ; DE BOVINES ;;;;;;
DE BRIGODE; DE BRIGODE ;;;;;;;
DE BRUXELLES; DE BRUXELLES ;;;;;;;
DE CALAIS; DE CALAIS ;;;;;;;
DE CAMBRAI; DE CAMBRAI ; CAMBRAI ;;;;;;
DE CANNES; DE CANNES ; DE CANNE ;;;;;;
DE CANTELEU; DE CANTELEU ; DE CANTELEAU ; DU CANTELEU ; CANTELEU ;;;;
DE CASSEL; DE CASSEL ;;;;;;;
DE CASTIGLIONE; DE CASTIGLIONE ;;;;;;;
DE CHATEAUDUN; DE CHATEAUDUN ;;;;;;;
DE COLMAR; DE COLMAR ;;;;;;;
DE CONDE; DE CONDE ; CONDE ;;;;;;
DE CONSTANTINE; DE CONSTANTINE ;;;;;;;
DE COULMIERS; DE COULMIERS ; DES COULMIERS ; COULMIER ;;;;;
DE COURTRAI; DE COURTRAI ;;;;;;;
DE CRIMEE; DE CRIMEE ;;;;;;;
DE CRONSTADT; DE CRONSTADT ; DU CRONSTADT ; CRONSTADT ;;;;;
DE DENAIN; DE DENAIN ;;;;;;;
DE DIEPPE; DE DIEPPE ;;;;;;;
DE DOUAI; DE DOUAI ;;;;;;;
DE FILBERTVILLE; DE FILBERTVILLE ; FILBERTVILLE ; FILBERTVILLE ;;;;;
DE FINLANDE; DE FINLANDE ;;;;;;;
DE FLANDRE; DE FLANDRE ;;;;;;;
DE FLERS; DE FLERS ;;;;;;;
DE FLEURUS; DE FLEURUS ;;;;;;;
DE FONTENOY; DE FONTENOY ; FONTENOY ; FONTENAY ; DEFONTENOY ;;;;
DE FRIEDLAND; DE FRIEDLAND ;;;;;;;
DE GAND; DE GAND ;;;;;;;
DE GEYTER; DE GEYTER ; PIERRE DE GEYTER ; PIERRE DEGEYTER ;;;;;
DE JEMMAPES; DE JEMMAPES ; JEMMAPES ;;;;;;
DE LA BAIGNERIE; DE LA BAIGNERIE ;;;;;;;
DE LA BALTIQUE; DE LA BALTIQUE ;;;;;;;
DE LA BARRE; DE LA BARRE ;;;;;;;
DE LA BASCULE; DE LA BASCULE ;;;;;;;
DE LA BASSEE; DE LA BASSEE ;;;;;;;
DE LA BOURSE; DE LA BOURSE ;;;;;;;
DE LA BRIQUETERIE; DE LA BRIQUETERIE ; DE LA BRIQUETTERIE ;;;;;;
DE LA BRUYERE; DE LA BRUYERE ;;;;;;;
DE LA CASERNE SAINT-RUTH; DE LA CASERNE SAINT-RUTH ;;;;;;;
DE LA CENSE AU BLE; DE LA CENSE AU BLE ; DE LA CENSE AUX BLES ; CENSE AU BLES ; CENSE AU BLE ;;;;
DE LA CHAMBRE DES COMPTES; DE LA CHAMBRE DES COMPTES ;;;;;;;
DE LA CHAUDE RIVIERE; DE LA CHAUDE RIVIERE ;;;;;;;
DE LA CITE; DE LA CITE ;;;;;;;
DE LA CLEF; DE LA CLEF ;;;;;;;
DE LA COLLEGIALE; DE LA COLLEGIALE ;;;;;;;
DE LA CONCORDE; DE LA CONCORDE ;;;;;;;
DE LA CONVENTION; DE LA CONVENTION ;;;;;;;
DE LA DIGUE; DE LA DIGUE ;;;;;;;
DE LA DREVE; DE LA DREVE ;;;;;;;
DE LA FILATURE; DE LA FILATURE ;;;;;;;
DE LA FRATERNITE; DE LA FRATERNITE ;;;;;;;
DE LA GAIETE; DE LA GAIETE ; DE LA GAITE ;;;;;;
DE LA GARE; DE LA GARE ;;;;;;;
DE LA GARONNE; DE LA GARONNE ; DE GARONNE ;;;;;;
DE LA GENDARMERIE; DE LA GENDARMERIE ;;;;;;;
DE LA GLACIERE; DE LA GLACIERE ;;;;;;;
DE LA GRANDE BRASSERIE; DE LA GRANDE BRASSERIE ;;;;;;;
DE LA GUINGUETTE; DE LA GUINGUETTE ;;;;;;;
DE LA HALLE; DE LA HALLE ; DE LA HALE ;;;;;;
DE LA HALLOTERIE; DE LA HALLOTERIE ;;;;;;;
DE LA JUSTICE; DE LA JUSTICE ;;;;;;;
DE LA LIBERTE; DE LA LIBERTE ;;;;;;;
DE LA LITTORELLE; DE LA LITTORELLE ;;;;;;;
DE LA LOIRE; DE LA LOIRE ;;;;;;;
DE LA LOUVIERE; DE LA LOUVIERE ; DE LA LOUVIIERE ;;;;;;
DE LA MADELEINE; DE LA MADELEINE ;;;;;;;
DE LA MARBRERIE; DE LA MARBRERIE ;;;;;;;
DE LA MARMORA; DE LA MARMORA ; LA MARMORA ;;;;;;
DE LA MITTERIE; DE LA MITTERIE ;;;;;;;
DE LA MONNAIE; DE LA MONNAIE ;;;;;;;
DE LA PAIX DU 8 MAI 1945; DE LA PAIX DU 8 MAI 1945 ;;;;;;;
DE LA PAIX D UTRECHT; DE LA PAIX D UTRECHT ;;;;;;;
DE LA PHALECQUE; DE LA PHALECQUE ;;;;;;;
DE LA PIQUERIE; DE LA PIQUERIE ;;;;;;;
DE LA PLAINE; DE LA PLAINE ;;;;;;;
DE LA PLEIADE; DE LA PLEIADE ;;;;;;;
DE LA PORTE D YPRES; DE LA PORTE D YPRES ;;;;;;;
DE LA PREVOYANCE; DE LA PREVOYANCE ;;;;;;;
DE LA QUENETTE; DE LA QUENETTE ;;;;;;;
DE LA RAPINE; DE LA RAPINE ;;;;;;;
DE LA RENAISSANCE; DE LA RENAISSANCE ;;;;;;;
DE LA RESISTANCE; DE LA RESISTANCE ;;;;;;;
DE LA RIVIERETTE; DE LA RIVIERETTE ;;;;;;;
DE LA ROSELIERE; DE LA ROSELIERE ;;;;;;;
DE LA SEINE; DE LA SEINE ;;;;;;;
DE LA TRANQUILLITE; DE LA TRANQUILLITE ; DE LA TRANQUILITE ;;;;;;
DE LA VIEILLE AVENTURE; DE LA VIEILLE AVENTURE ;;;;;;;
DE LA VIEILLE COMEDIE; DE LA VIEILLE COMEDIE ;;;;;;;
DE LA VIGNETTE; DE LA VIGNETTE ;;;;;;;
DE LA VILLE DE NAUMBURG; DE LA VILLE DE NAUMBURG ; DE LA VILLE DE NAUMBORG ;;;;;;
DE LA VINAIGRERIE; DE LA VINAIGRERIE ;;;;;;;
DE L ABBE AERTS; DE L ABBE AERTS ; DE L ABBE AERT ;;;;;;
DE L ABBE BONPAIN; DE L ABBE BONPAIN ;;;;;;;
DE L ABBE COUSIN; DE L ABBE COUSIN ;;;;;;;
DE L ABBE SIX; DE L ABBE SIX ;;;;;;;
DE L ALCAZAR; DE L ALCAZAR ; D ALCAZAR ;;;;;;
DE L ALMA; DE L ALMA ;;;;;;;
DE L AMIDONNERIE; DE L AMIDONNERIE ;;;;;;;
DE L AMIRAL COURBET; DE L AMIRAL COURBET ;;;;;;;
DE L ANCIENNE BALATERIE; DE L ANCIENNE BALATERIE ;;;;;;;
DE L ANCOLIE; DE L ANCOLIE ;;;;;;;
DE LANNOY; DE LANNOY ; DE LA LANNOY ; LANNOY ; DE LANOY ;;;;
DE L ARBRISSEAU; DE L ARBRISSEAU ; ARBRISSEAU ;;;;;;
DE L ARC; DE L ARC ;;;;;;;
DE L ASIE; DE L ASIE ; D'ASIE ;;;;;;
DE LAVENTIE; DE LAVENTIE ;;;;;;;
DE L ECOLE; DE L ECOLE ;;;;;;;
DE L ECOLE-SAINT-LOUIS; DE L ECOLE-SAINT-LOUIS ; ECOLE SAINTLOUIS; ECOLE SAINT-LOUIS ;ECOLE SAINT LOUIS; DE L ECOLE SAINT LOUIS ;;;
DE L EGALITE; DE L EGALITE ;;;;;;;
DE L EGLISE; DE L EGLISE ;;;;;;;
DE L EGLISE-SAINT-LOUIS; DE L EGLISE-SAINT-LOUIS ;;;;;;;
DE LENS; DE LENS ;;;;;;;
DE L ENTREPOT; DE L ENTREPOT ;;;;;;;
DE L EPI DE SOIL; DE L EPI DE SOIL ; DE L EPI SOIL;;;;;;
DE L EPINETTE; DE L EPINETTE ;;;;;;;
DE L ESPERANCE; DE L ESPERANCE ; DE L ESPERENCE ;;;;;;
DE L EUROPE; DE L EUROPE ;;;;;;;
DE L HOPITAL MILITAIRE; DE L HOPITAL MILITAIRE ;;;;;;;
DE L HOPITAL SAINT ROCH; DE L HOPITAL SAINT ROCH ; DE L HOPITAL ST ROCH ; DE L HOPITAL SAINT-ROCH ; DE L HOPITAL ST-ROCH ; DE L HOPITAL SAINTROCH ; HOPITAL SAINT ROCH ;;
DE L HOTEL DE VILLE; DE L HOTEL DE VILLE ;;;;;;;
DE L INNOVATION; DE L INNOVATION ;;;;;;;
DE LOMPRET; DE LOMPRET ;;;;;;;
DE LONDRES; DE LONDRES ;;;;;;;
DE LONGUEIL; DE LONGUEIL ;;;;;;;
DE LOOS; DE LOOS ;;;;;;;
DE L ORPHELINAT; DE L ORPHELINAT ;;;;;;;
DE LUXEMBOURG; DE LUXEMBOURG ;;;;;;;
DE LYON; DE LYON ;;;;;;;
DE MADAGASCAR; DE MADAGASCAR ; DE MADACASCAR ;;;;;;
DE MADRINGHEM; DE MADRINGHEM ;;;;;;;
DE MARENGO; DE MARENGO ; MARENGO ;;;;;;
DE MARQUILLIES; DE MARQUILLIES ; DES MARQUILLIES ;;;;;;
DE MARSEILLE; DE MARSEILLE ; MARSEILLE ;;;;;;
DE MAUBEUGE; DE MAUBEUGE ;;;;;;;
DE MULHOUSE; DE MULHOUSE ;;;;;;;
DE NANTES; DE NANTES ;;;;;;;
DE NICE; DE NICE ;;;;;;;
DE NORVEGE; DE NORVEGE ;;;;;;;
DE PAS; DE PAS ;;;;;;;
DE PERENCHIES; DE PERENCHIES ;;;;;;;
DE PHILADELPHIE; DE PHILADELPHIE ; PHILADELPHIE ; DE PHILADELEPHIE ;;;;;
DE POLOGNE; DE POLOGNE ;;;;;;;
DE PONT NOYELLES; DE PONT NOYELLES ; DE PONT DE NOYELLES ; DU PONT DE NOYELLES ; DU PONT NOYELLES ; DU POINT DE NOYELLE ; PONT DE NOYELLE ;;
DE PRAGUE; DE PRAGUE ;;;;;;;
DE PUEBLA; DE PUEBLA ; DU PUEBLA ; PUEBLA ;;;;;
DE RIVOLI; DE RIVOLI ; RIVOLI ;;;;;;
DE ROCROY; DE ROCROY ;;;;;;;
DE ROUBAIX; DE ROUBAIX ;;;;;;;
DE ROUEN; DE ROUEN ;;;;;;;
DE SAFED; DE SAFED ;;;;;;;
DE SAINT AMAND; DE SAINT AMAND ;;;;;;;
DE SAINT OMER; DE SAINT OMER ;;;;;;;
DE SAINT-QUENTIN; DE SAINT-QUENTIN ; SAINTQUENTIN;;;;;;
DE SECLIN; DE SECLIN ;;;;;;;
DE SOLFERINO; DE SOLFERINO ; SOLFA©RINO ; SOLFERINO ; SOLERINO ;;;;
DE STOCKHOLM; DE STOCKHOLM ;;;;;;;
DE SUEDE; DE SUEDE ;;;;;;;
DE TENREMONDE; DE TENREMONDE ; DE TENREONDE ; TENREMONDE ; TOURNEMONDE ;;;;
DE THIONVILLE; DE THIONVILLE ;;;;;;;
DE THUMESNIL; DE THUMESNIL ; THUMESNIL ;;;;;;
DE TOUL; DE TOUL ;;;;;;;
DE TOURNAI; DE TOURNAI ;;;;;;;
DE TOURVILLE; DE TOURVILLE ; TOURVILLE ;;;;;;
DE TREVISE; DE TREVISE ;;;;;;;
DE TURENNE; DE TURENNE ; TURENNES ;;;;;;
DE VALENCIENNES; DE VALENCIENNES ;;;;;;;
DE VALMY; DE VALMY ;;;;;;;
DE VERDUN; DE VERDUN ;;;;;;;
DE WAGRAM; DE WAGRAM ; WAGRAM ;;;;;;
DE WATTIGNIES; DE WATTIGNIES ;;;;;;;
DE WAZEMMES; DE WAZEMMES ; DE WAZEMES ;;;;;;
DE WEPPES; DE WEPPES ;;;;;;;
DECARNIN; DECARNIN ;;;;;;;
DEGLAND; DEGLAND ;;;;;;;
DELANNOY; DELANNOY ;;;;;;;
DELCROIX; DELCROIX ;;;;;;;
DELEMAZURE; DELEMAZURE ;;;;;;;
DELEPLANQUE; DELEPLANQUE ;;;;;;;
DELEZENNE; DELEZENNE ;;;;;;;
DELPHIN PETIT; DELPHIN PETIT ;;;;;;;
DELVAU; DELVAU ;;;;;;;
D EMMERIN; D EMMERIN ;;;;;;;
DENFERT ROCHEREAU; DENFERT ROCHEREAU ; DENFERT ROCHEREN ;;;;;;
DENIS CORDONNIER; DENIS CORDONNIER ;;;;;;;
DENIS DIDEROT; DENIS DIDEROT ;;;;;;;
DENIS DU PEAGE; DENIS DU PEAGE ;;;;;;;
DENIS GODEFROY; DENIS GODEFROY ;;;;;;;
D ENNETIERES; D ENNETIERES ;;;;;;;
DES ADONIDES; DES ADONIDES ; ADONIDES ;;;;;;
DES ARCHERS; DES ARCHERS ;;;;;;;
DES ARCHIVES; DES ARCHIVES ;;;;;;;
DES ARTS; DES ARTS ;;;;;;;
DES AUGUSTINS; DES AUGUSTINS ;;;;;;;
DES BATELIERS; DES BATELIERS ;;;;;;;
DES BLANCHISSEURS; DES BLANCHISSEURS ;;;;;;;
DES BOIS BLANCS; DES BOIS BLANCS ; DES BOIS-BLANCS ; DES BOIS BLANC ;;;;;
DES BONNES RAPPES; DES BONNES RAPPES ;;;;;;;
DES BONS ENFANTS; DES BONS ENFANTS ;;;;;;;
DES BOUCHERS; DES BOUCHERS ;;;;;;;
DES BOULEAUX; DES BOULEAUX ;;;;;;;
DES BRIGITTINES; DES BRIGITTINES ;;;;;;;
DES BUISSES; DES BUISSES ;;;;;;;
DES CANONNIERS; DES CANONNIERS ; DES CANNONIERS ;;;;;;
DES CATICHES; DES CATICHES ; DES COUTICHES ; CATICHES ;;;;;
DES CELESTINES; DES CELESTINES ;;;;;;;
DES CHATS BOSSUS; DES CHATS BOSSUS ;;;;;;;
DES CHAUDRONNIERS; DES CHAUDRONNIERS ;;;;;;;
DES CLEMATITES; DES CLEMATITES ;;;;;;;
DES COQUELICOTS; DES COQUELICOTS ;;;;;;;
DES DEBRIS-SAINT-ETIENNE; DES DEBRIS-SAINT-ETIENNE ;;;;;;;
DES DEPORTES; DES DEPORTES ;;;;;;;
DES DEUX EPEES; DES DEUX EPEES ; DES 2 EPEES ;;;;;;
DES DONDAINES; DES DONDAINES ;;;;;;;
DES DORADILLES; DES DORADILLES ;;;;;;;
DES EAUX; DES EAUX ;;;;;;;
DES ECOLES; DES ECOLES ;;;;;;;
DES FORGERONS; DES FORGERONS ;;;;;;;
DES FORTIFICATIONS; DES FORTIFICATIONS ; DES FOERTIFICATIONS ;;;;;;
DES FOSSES; DES FOSSES ;;;;;;;
DES FOUGERES; DES FOUGERES ;;;;;;;
DES FRERES LUMIERE; DES FRERES LUMIERE ; DES FRERES LUMIERES ;;;;;;
DES FRERES VAILLANT; DES FRERES VAILLANT ;;;;;;;
DES FUSILLES; DES FUSILLES ;;;;;;;
DES GENÃŠTS; DES GENÃŠTS ;;;;;;;
DES GIRONDINS; DES GIRONDINS ;;;;;;;
DES GLYCINES; DES GLYCINES ;;;;;;;
DES GRIMARETS; DES GRIMARETS ;;;;;;;
DES HANNETONS; DES HANNETONS ;;;;;;;
DES HAUTES VOIES; DES HAUTES VOIES ;;;;;;;
DES HORTENSIAS; DES HORTENSIAS ;;;;;;;
DES IRIS; DES IRIS ;;;;;;;
DES JARDINS CAULIER; DES JARDINS CAULIER ;;;;;;;
DES JASMINS; DES JASMINS ;;;;;;;
DES LYS; DES LYS ;;;;;;;
DES MANNELIERS; DES MANNELIERS ;;;;;;;
DES MARTYRS DE LA RESISTANCE; DES MARTYRS DE LA RESISTANCE ;;;;;;;
DES MESANGES; DES MESANGES ;;;;;;;
DES METIERS; DES METIERS ;;;;;;;
DES MEUNIERS; DES MEUNIERS ;;;;;;;
DES MODELEURS; DES MODELEURS ;;;;;;;
DES MOLFONDS; DES MOLFONDS ;;;;;;;
DES MONTAGNARDS; DES MONTAGNARDS ;;;;;;;
DES MOULINS DE GARANCE; DES MOULINS DE GARANCE ;;;;;;;
DES MUGUETS; DES MUGUETS ;;;;;;;
DES MYOSOTIS; DES MYOSOTIS ;;;;;;;
DES NOIRS; DES NOIRS ;;;;;;;
DES OEILLETS; DES OEILLETS ;;;;;;;
DES PANNERESSES; DES PANNERESSES ; PENNERESSES ; PANNERESSES ;;;;;
DES PAVILLONS; DES PAVILLONS ;;;;;;;
DES PENITENTES; DES PENITENTES ;;;;;;;
DES PENSEES; DES PENSEES ;;;;;;;
DES PIVOINES; DES PIVOINES ;;;;;;;
DES PLOVINES; DES PLOVINES ;;;;;;;
DES POISSONCEAUX; DES POISSONCEAUX ;;;;;;;
DES PONTS DE COMINES; DES PONTS DE COMINES ; DE COMINES ; DE COMINE ;;;;;
DES POSTES; DES POSTES ;;;;;;;
DES PRIMEURS; DES PRIMEURS ;;;;;;;
DES PYRAMIDES; DES PYRAMIDES ;;;;;;;
DES ROGATIONS; DES ROGATIONS ;;;;;;;
DES ROSES; DES ROSES ;;;;;;;
DES SARRAZINS; DES SARRAZINS ;;;;;;;
DES SECOURISTES; DES SECOURISTES ;;;;;;;
DES SEPT AGACHES; DES SEPT AGACHES ;;;;;;;
DES STATIONS; DES STATIONS ;;;;;;;
DES TANNEURS; DES TANNEURS ;;;;;;;
DES TEINTURIERS; DES TEINTURIERS ;;;;;;;
DES TEMPLIERS; DES TEMPLIERS ;;;;;;;
DES TISSERANDS; DES TISSERANDS ;;;;;;;
DES TOURS; DES TOURS ;;;;;;;
DES TRAVAILLEURS; DES TRAVAILLEURS ;;;;;;;
DES TROIS COURONNES; DES TROIS COURONNES ;;;;;;;
DES TROIS MOLLETTES; DES TROIS MOLLETTES ; DES 3 MOLLETTES ; DES 3 MOLETTES ;;;;;
DES TULIPIERS; DES TULIPIERS ;;;;;;;
DES URBANISTES; DES URBANISTES ;;;;;;;
DES VICAIRES; DES VICAIRES ;;;;;;;
DES VIEUX MURS; DES VIEUX MURS ;;;;;;;
DES VILLAS; DES VILLAS ;;;;;;;
DESAIX; DESAIX ;;;;;;;
DESAUGIERS; DESAUGIERS ;;;;;;;
DESCARTES; DESCARTES ;;;;;;;
DESCHODT; DESCHODT ;;;;;;;
DESIRE BONDUES; DESIRE BONDUES ;;;;;;;
